economy,series,Country,Series,YR1975,YR1976,YR1977,YR1978,YR1979,YR1980,YR1981,YR1982,YR1983,YR1984,YR1985,YR1986,YR1987,YR1988,YR1989,YR1990,YR1991,YR1992,YR1993,YR1994,YR1995,YR1996,YR1997,YR1998,YR1999,YR2000,YR2001,YR2002,YR2003,YR2004,YR2005,YR2006,YR2007,YR2008,YR2009,YR2010,YR2011,YR2012,YR2013,YR2014,YR2015,YR2016,YR2017,YR2018,YR2019,YR2020,YR2021,YR2022,YR2023,YR2024
BEN,NE.EXP.GNFS.CD,Benin,Exports of goods and services (current US$),98337358.6004389,90731937.5535587,121349823.276191,153492202.684211,207784726.879978,222261839.296282,205681907.570707,225297401.750903,150766893.851437,205805472.710193,247338455.095396,222807317.486565,238541726.247604,223654543.994436,202741076.024483,375946888.879365,417201321.36147,393976833.800645,510965440.104994,452687270.137931,593804003.901637,625667798.508943,616436708.452127,665156777.433206,846151104.586659,725304886.00806,728426333.669514,827401656.41962,997331579.809427,1146038651.35219,1213941696.92857,1270214595.80969,1800691335.95807,2167074921.86083,1940710262.92026,2199999384.41004,2229520239.76133,2662421029.99897,3451240667.49663,4175438842.64093,2815204783.12488,3263416597.55351,3455561020.04159,3889962071.46759,4264332525.40811,3110348693.10499,3700554283.81399,3768036593.68594,4170034407.76298,
BEL,NE.EXP.GNFS.CD,Belgium,Exports of goods and services (current US$),30156821322.8036,34528907001.0449,39354961170.5121,46332075060.8428,58067512383.049,63563403228.0315,56620736636.2451,53510783153.8054,52655467455.6213,53687392488.1318,53878264148.3796,68750421708.5064,83463311723.3928,96418786615.469,104389986691.237,126512468614.196,126790048434.731,138072578419.072,126086323460.821,143073453098.626,173144772851.669,170850032573.29,163720906630.582,165908868637.475,166731346437.529,171786761887.373,169538549671.103,183016456470.236,219593071857.725,261796408380.927,286519836951.906,313563958756.941,368740547135.766,418418164815.625,332700938045.898,365156061525.001,423187943008.756,398975576107.852,413572371493.06,427143291974.744,359051241755.781,377606160656.616,417980340772.354,453011551860.862,445308040880.784,419501446549.729,536427846318.596,565356119426.461,542674883879.225,
BDI,NE.EXP.GNFS.CD,Burundi,Exports of goods and services (current US$),34839365.0793651,61551304.3478261,96342222.2222222,71443333.3333333,110822222.222222,81022222.2222222,88603333.3333333,103470000.0,97956966.1108123,113561106.006182,126803836.274753,140881024.787597,110260311.589511,136282900.38819,108560193.991189,89130244.3724271,115775316.368525,94756920.9276871,88062144.1515651,95016968.8478329,129318804.202468,50580560.1981833,95688945.6506315,71499425.9063978,61217971.467102,55005758.5302566,45410971.2771723,38676370.9024088,50072047.4404685,63635537.873214,69261012.7928117,92956380.7267365,92221560.1934208,169242769.206768,117576044.108053,197117146.938277,196752237.563967,226242999.918978,222979901.007493,235295491.81793,199192399.041752,168837908.896205,164138992.722486,151646759.797055,133258587.053003,120542434.078728,138797984.687655,165971200.659665,139067146.383838,
AZE,NE.EXP.GNFS.CD,Azerbaijan,Exports of goods and services (current US$),,,,,,,,,,,,,,,,3896969696.9697,2440000000.0,383311808.118081,902385596.3991,294957728.987884,785309767.998287,791860069.072703,1150456356.05181,1009304729.90437,1281380721.40315,2118053576.59715,2368581267.17326,2667039717.57852,3056572037.1513,4235083891.66131,8336815027.37934,13953852783.3275,22516209778.5402,32132494340.4494,22870725058.8778,28732245203.09,37215171599.8511,36912727758.7205,35905452997.3577,32558931187.3444,20060045053.3105,17580756547.8197,19839874967.6816,25484215746.0778,23629764705.8824,15208764705.8824,25487647058.8235,47274117647.0588,35487352941.1765,
AUT,NE.EXP.GNFS.CD,Austria,Exports of goods and services (current US$),11254487635.3006,12352077932.0396,14409079177.4207,18066572538.6146,22832409675.7591,26006988938.5237,23441764299.2915,22623842058.5626,21981186609.4684,22265891616.8076,24230778132.482,31689308697.6115,38996594471.0492,44096573052.4908,46607266770.6708,59423123562.8706,60116253388.3324,64678673929.3764,59900880160.8896,65453948921.8167,80827704381.0564,81256726020.2755,78792189649.3404,83704906625.1667,85506769076.8318,85517700615.7602,88123583855.2769,97162434781.7614,116896445115.898,141284759924.34,153683275028.619,170970399267.409,204559326902.395,230062733001.008,181624739693.597,201088697058.6,232888435640.827,220969205398.673,229883469300.996,236189419666.341,202662480693.772,207329157226.967,225412896932.944,252098473760.43,247609283522.368,224423223720.542,268837449657.887,292323553488.581,304271388937.258,
AUS,NE.EXP.GNFS.CD,Australia,Exports of goods and services (current US$),13874095316.1273,14184298826.9876,15449644413.8564,16122883554.3204,19275247074.8608,24616155988.8579,26334610472.5415,26231932031.3362,24060337550.3733,26235903974.9613,27497313397.1163,27321628427.5322,29290629962.9434,37674402360.871,45333960856.8628,47071479854.3762,52248569798.3159,54226800318.0809,54747048903.8786,58015219647.1809,65793733293.7333,75814054769.3059,83327463879.3804,78166587533.0665,71285875422.9853,80695888525.1996,84096722017.0419,82033782309.5723,89138031450.2038,105490823730.26,126785667301.888,148587374344.676,172570464002.512,212794797279.029,213717313259.647,227427026265.26,299823615768.297,332613569102.522,315055128030.195,309621975144.753,271152836560.501,232663011512.861,281774035049.614,312605804111.245,336477593836.115,319174580744.374,343364164705.654,431702961776.761,463106247223.68,
ATG,NE.EXP.GNFS.CD,Antigua and Barbuda,Exports of goods and services (current US$),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1027285185.18519,1016366666.66667,1043081481.48148,988692592.592592,1037966666.66667,1194092592.59259,591277777.777778,752377777.777778,1021455555.55556,,
ASM,NE.EXP.GNFS.CD,American Samoa,Exports of goods and services (current US$),,,,,,,,,,,,,,,,,,,,,,,,,,,,518000000.0,513000000.0,460000000.0,498000000.0,495000000.0,505000000.0,641000000.0,530000000.0,364000000.0,335000000.0,483000000.0,458000000.0,429000000.0,428000000.0,429000000.0,362000000.0,436000000.0,399000000.0,427000000.0,332000000.0,409000000.0,,
ARM,NE.EXP.GNFS.CD,Armenia,Exports of goods and services (current US$),,,,,,,,,,,,,,,,789969495.783241,843376623.376623,506852687.730817,567247614.979354,517226106.17727,351337833.404042,371135639.068689,332378719.934774,359865213.08226,383089746.944268,423629630.453398,511522177.782582,661384145.809715,855676348.11756,1008274439.96626,1338474938.04723,1413899569.40957,1674567002.79826,1663675191.04852,1268730265.77942,1828759690.54548,2284326940.19769,2926877147.39263,3153322766.33811,3315721291.63587,3137020863.27486,3558717725.79882,4405338883.1041,4907543376.02549,5631685777.79462,3762799929.1522,4983421998.13407,9800654853.44412,14319480483.0819,
ARG,NE.EXP.GNFS.CD,Argentina,Exports of goods and services (current US$),3054054017.48759,4695000304.43367,5459999880.58299,7665724159.60188,4508960596.80231,3895791554.63367,5445263189.73462,7663966255.62989,9515669466.75192,8873730058.64697,10345475059.3627,8641279278.3558,8566904947.15056,12094686105.3258,10006623327.0204,14643477444.549,14561091033.0362,15095261860.4905,16357317317.3173,19385100000.0,24978532000.0,28381400000.0,30928400000.0,31137200000.0,27862300000.0,31223690400.0,31112418400.0,27736610298.2555,33084505277.8061,39266996605.7973,46198180131.0044,53550250227.3909,65162321195.025,79762958392.3012,65133480388.4946,80208867995.7171,97809980730.5834,88655850853.7721,80690471898.442,75818867911.0825,63671789068.8987,69842604407.3878,72860557902.7631,75766598613.0197,80259482469.139,64053810078.3073,87906118244.6601,102815821983.44,82369725072.6446,
ARE,NE.EXP.GNFS.CD,United Arab Emirates,Exports of goods and services (current US$),,,,,,,,,,,,,,,,,,,,,,,,,,,50787202178.3526,54362695711.3683,69538461538.4615,93968596324.03,122070878148.4,152433690946.222,186690265486.726,248808168822.328,201958883594.282,238328114363.513,315867937372.362,375513955071.477,392244520081.688,402728114363.513,358529611980.939,360626276378.489,382137508509.19,400217835262.083,404863172226.004,350277358747.447,425155888359.428,521897345132.743,558401542999.774,
ARB,NE.EXP.GNFS.CD,Arab World,Exports of goods and services (current US$),,,,,,,,,,,,,,,,,,,,,,,,,,,282706336332.68,293092103697.256,353184781782.835,468556384226.321,630535587045.161,772885134705.705,898805884506.693,1199862437967.75,844611009523.518,1049475158949.73,1357261714061.64,1523930502030.81,1507350385005.47,1423312996693.59,1040111593631.99,953514585238.234,1091094608546.42,1297104735118.42,1250082361279.7,931631240838.963,1277009439553.84,1789823885340.48,1729357942896.45,
AND,NE.EXP.GNFS.CD,Andorra,Exports of goods and services (current US$),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ALB,NE.EXP.GNFS.CD,Albania,Exports of goods and services (current US$),,,,,,378073684.210526,430536142.191142,373589755.244755,354685314.685315,335069930.06993,319090897.435897,327312512.5,333550012.5,348287487.5,418924987.5,312500000.0,82300000.0,81519209.6758071,189399541.45744,225407402.421557,302465325.386337,371808925.062831,230303544.648943,291949986.768987,540977914.554671,700083398.144547,836717875.539468,910729684.956035,1169850310.53175,1596261928.9261,1853023824.29106,2242665611.80661,3016116354.53989,3259293768.16654,3040047644.65753,3337086708.7743,3769456465.06531,3565050512.4285,3694413338.18786,3732057451.6496,3104897778.14706,3437126527.98196,4110301305.54485,4785182304.89553,4821429218.13325,3435540416.26304,5613909457.81758,7073859853.81833,9104536340.60311,
AGO,NE.EXP.GNFS.CD,Angola,Exports of goods and services (current US$),,,,,,,,,,,,,,,,,,,,,,,,,,,,8725779778.62591,9676099609.87075,13749775665.02,24225651509.9701,33245117538.7161,44319670720.5054,64168423018.915,41310610391.3885,51572807437.8831,67822781239.1048,71632968360.9542,67158241199.6324,60770402473.2912,26926846081.4949,14838933358.413,21373167719.7176,32444713329.5102,28919814315.7895,18583150428.118,31753057845.2236,46344761973.8705,34656621950.2738,
AFW,NE.EXP.GNFS.CD,Africa Western and Central,Exports of goods and services (current US$),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AFG,NE.EXP.GNFS.CD,Afghanistan,Exports of goods and services (current US$),300000006.666667,337777777.777778,344444451.111111,357777771.111111,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2079570874.83738,2045190335.08092,2664599570.76697,2890867894.87049,
AFE,NE.EXP.GNFS.CD,Africa Eastern and Southern,Exports of goods and services (current US$),,,,,,50162474891.6923,42443864153.8891,36842236331.6552,37631102744.6317,35574982849.5693,33199124553.603,37834415132.7038,47183417272.2382,49562293736.7229,48989141217.7682,52444295253.6151,51483374436.8119,52156181372.5785,54742068955.4437,57966053312.3877,66926971005.0823,69886124384.4011,71072293644.1643,67114630250.8989,66051801234.6666,73784425072.6937,71400087012.3359,74717230186.3577,91099924384.6484,114153823793.739,143250395571.221,172260949955.162,213452461209.072,254690078244.495,196090765732.592,251687676378.576,298314601616.693,286553358149.337,282035582115.669,280885711053.418,216730710797.857,193247455276.201,224378709635.18,257148832020.761,242118378709.749,206363450018.775,282463209664.023,329207394352.552,303251837815.133,
ABW,NE.EXP.GNFS.CD,Aruba,Exports of goods and services (current US$),,,,,,,,,,,,,,,,,,,,,1121229050.27933,1195530726.25698,1264245810.05587,1326256983.24022,1377094972.06704,1393586592.17877,1346423463.68715,1266650837.98883,1282296089.38547,1458098882.68156,1606588826.81564,1595335195.53073,1742107262.56983,1863013966.48045,1606810055.86592,1477511731.84358,1839933519.55307,1911810055.86592,2088122905.02793,2184551396.64804,2158564245.81006,2142859776.53631,2243516759.77654,2367134078.21229,2486899441.34078,1315200705.39371,2072291765.39888,2871730317.57014,3223287659.08212,
HRV,NY.GDP.MKTP.CD,Croatia,GDP (current US$),,,,,,,,,,,,,,,,25650213279.6781,18760386774.7973,10621169290.9986,11259647874.4986,15062911616.8222,22772394546.6058,24150978346.5253,24175764812.1218,25890228429.7214,23777026779.3004,22134411297.473,23066883849.6467,26757722428.6781,35245317001.8224,41836292157.3335,45013119281.806,49590197656.5482,59298265769.9946,68478776205.9826,62321642125.1721,58981738868.753,62903737379.7834,57551963753.2104,59852401272.3204,59612144078.4133,51005200669.6941,52654855638.1057,56186190437.9959,61668130122.5878,61467582193.6824,57963370885.0798,69006802298.6956,71198635101.9514,84393795502.4421,
HPC,NY.GDP.MKTP.CD,Heavily indebted poor countries (HIPC),GDP (current US$),72125062328.6641,77321795803.3043,89631346610.2209,105361471871.985,115826678277.79,126981937478.403,127628494210.929,129595046945.696,128680325714.283,131410475039.809,137999627801.581,126978719105.166,135407077831.886,142083937237.655,144594738745.819,166146287281.021,179597458927.389,136822745392.739,142006978164.508,121487763744.988,141418513778.364,154144307318.465,161384022956.277,166850567072.563,167809429290.768,181381054438.024,175229674106.654,190150834251.026,215718549428.875,248550616224.677,284756209769.966,334033347514.091,398670660581.901,473750807418.692,470141481308.369,510516524583.673,565719952141.473,586349743998.452,657859660760.555,696365651505.557,668868898578.296,675915287466.174,726226122250.308,776506227119.833,805115217775.604,813139899187.275,905796942446.21,983601535350.123,1129946910802.31,
HND,NY.GDP.MKTP.CD,Honduras,GDP (current US$),1124000000.0,1347999950.0,1669499950.0,3097242093.0,3544281976.5,3968160046.0,4043894878.5,4266503525.5,4476697185.0,4915311846.5,5278120712.5,5677828959.0,6190521241.5,5902717091.41631,5432344901.72414,4923009551.55642,4648668478.56753,4943700431.07368,4926728932.95069,4642280682.14252,5347445005.21376,5215028986.48649,5737099650.19011,6366340265.87888,6414520529.61672,7186638029.05875,7651162302.3456,7858255412.86038,8230391346.67228,8869299234.3377,9757012696.56212,10917477066.1429,12361257680.5627,13881731875.7466,14587496229.1811,15839344591.9842,17710275685.4074,18528554397.5695,18499729214.904,19756533971.8698,20979791685.416,21717604952.1835,23136247990.5977,24067750760.499,24882225741.8119,23352232483.755,28144331506.6149,31426041806.7985,34400509852.0436,
HKG,NY.GDP.MKTP.CD,"Hong Kong SAR, China",GDP (current US$),10048089558.0636,12876366008.8077,15719433719.4337,18315136409.1427,22526184533.17,28861857810.6515,31055226088.6943,32291215843.6433,29907227184.179,33511383985.6741,35699772165.7093,41075396884.8952,50622896162.6006,59707404560.5944,68790219177.9733,76928784620.8158,88959997899.9293,104272507639.282,120354212475.0,135811771026.33,144652295363.667,159718183550.734,177353174849.714,168885443660.072,165768095391.557,171668891194.349,169404327616.605,166348866131.028,161385558801.811,169099768875.193,181569311742.213,193535442896.365,211596944503.8,219278749139.734,214047795659.045,228638668727.291,248513617677.287,262628865879.697,275696879834.966,291459995978.893,309385622601.348,320860317562.562,341273289534.466,361731070995.726,363074545072.389,344943149590.058,368954169748.818,358681066274.469,380812234827.832,
HIC,NY.GDP.MKTP.CD,High income,GDP (current US$),4880922395903.04,5316245894819.46,6018125743896.84,7224158555724.24,8349715091146.16,9321370950520.42,9464732292155.74,9371250938877.72,9680585669137.22,10092124950297.3,10589790780118.3,12862965802645.6,14913608165038.5,16785140648268.6,17480886838661.9,19577060915733.0,20661369811118.7,22121982101628.4,22275468839584.5,23825288053707.6,26437210675465.3,26649646344819.4,26214402730786.5,26177389722774.1,27417627997191.3,28051786134447.0,27827867729175.2,29042555250824.5,32602867208416.0,36421520433117.9,38673188719418.1,41048111676491.0,45167415798939.2,48417866433782.2,45032420848215.6,47429075600674.9,51637656551411.5,51803547767852.5,52545701699151.0,53424933265987.3,49875503824325.0,50840864613079.3,53443174098147.7,56793957781697.4,57351008372783.0,55946257620087.0,62737887026890.0,64961263426035.5,68276492853979.9,
GUY,NY.GDP.MKTP.CD,Guyana,GDP (current US$),494791666.666667,454440000.0,449880000.0,507080000.0,530440000.0,603200000.0,570357107.142857,482000000.0,489333333.333333,437631605.263158,453488372.093023,504651139.534884,354591846.938775,413799990.0,379779389.705882,396582263.291139,348533094.812165,373573141.486811,454101382.488479,540874934.201012,621626785.915493,705406001.424501,749138009.56454,717530683.169567,694754988.258295,712667896.727512,712167450.162898,726131434.715338,743063950.317749,787814379.183843,824880550.343965,2379817990.6918,2730971595.39574,3025187433.33637,3165663152.73351,3432912516.92427,3691384317.52178,4063088535.76331,4167800928.83553,4127660151.8087,4279840193.7046,4482697336.56174,4748174334.14044,4787636997.85343,5173760191.84652,5471256594.72422,8041363893.04556,14718387016.7866,17159509565.4676,
GUM,NY.GDP.MKTP.CD,Guam,GDP (current US$),,,,,,,,,,,,,,,,,,,,,,,,,,,,3394000000.0,3569000000.0,3869000000.0,4213000000.0,4238000000.0,4397000000.0,4658000000.0,4828000000.0,4949000000.0,4984000000.0,5265000000.0,5399000000.0,5610000000.0,5799000000.0,5901000000.0,6013000000.0,6051000000.0,6355000000.0,5916000000.0,6234000000.0,6910000000.0,,
GTM,NY.GDP.MKTP.CD,Guatemala,GDP (current US$),3645900000.0,4365300200.0,5480500200.0,6070600200.0,6902600200.0,7878700000.0,8607500300.0,8716999700.0,9050000400.0,9470000100.0,9721652086.95652,7231963515.98174,7084399840.0,7841602824.42748,8410724360.79545,7650196845.21546,9406135143.41165,10440781587.5435,11400017301.4587,12983233310.7467,14655404433.2771,15674835615.3139,17790026221.6139,19395491992.9939,18318412251.3642,19288929030.0508,18405220247.4412,20444205991.025,21576351798.9145,23577298094.6571,26783389293.922,29744246827.1839,33567850824.1039,38503720224.3166,37126148264.6383,40676578423.4871,46876006272.2387,49593929487.1263,52996446269.442,57852153058.502,62186064718.7424,66053403469.0024,71653754066.2763,73328365862.4329,77172317258.6478,77719464220.73,86478835636.3813,95630524813.106,104450210572.012,
GRL,NY.GDP.MKTP.CD,Greenland,GDP (current US$),211190630.329609,240779417.7857,282269749.160113,355987433.41569,420645821.540488,476051740.773769,435748993.418421,402403041.029269,416184071.019417,379371901.490374,412876382.829174,603016292.686978,787390408.953269,898607670.624413,929799902.191124,1018977280.32928,1016500069.25708,1037916162.54976,927214151.76793,1005887539.32049,1208953287.06598,1197515569.08202,1072154433.84538,1149858069.75766,1131555107.04907,1068025016.00862,1086170703.9816,1169136716.03557,1558759823.08169,1822499769.23938,1849802648.36391,2013106929.50031,2249811295.6608,2499092314.41875,2529963903.22685,2503167187.49305,2684461375.46585,2609678486.36749,2684946990.12448,2842065708.35962,2499113022.81675,2707139544.46695,2851613679.03433,3055782146.15957,2997309971.87623,3082884653.2456,3235809504.29871,,,
GRD,NY.GDP.MKTP.CD,Grenada,GDP (current US$),,,71494495.1851852,88322386.2962963,102244362.222222,110900457.037037,115651918.888889,125435590.0,131803552.222222,145533310.740741,167728455.185185,187589522.592593,215009569.62963,236357523.703704,267327642.222222,278098762.962963,300757888.888889,310160444.444444,309812185.185185,325111814.814815,342172518.518519,366911444.444444,392190592.592593,445903592.592593,482009370.37037,520044370.37037,520444185.185185,540336925.925926,591018407.407407,599118592.592593,695555555.555555,698700666.666667,758683592.592593,825976037.037037,771275555.555555,771014814.814815,778655555.555555,799881481.481481,842618518.518518,911496296.296296,997007407.407407,1061640740.74074,1125685185.18519,1166514814.81481,1213485185.18519,1043411111.11111,1122800000.0,1224577777.77778,1316733333.33333,
GRC,NY.GDP.MKTP.CD,Greece,GDP (current US$),28129128586.61,30719552238.806,35673080481.0361,43654480519.4805,53724121435.1426,56039256594.7242,51618456334.5633,53858346938.7755,48741397058.8235,47352146311.971,47155741426.1041,55595445472.2493,64739630095.6215,75200610136.9205,78067933277.3815,96529587274.2906,103680863712.844,114608178405.434,107295704518.43,114980063202.247,134974613913.811,142502984144.96,138766067640.085,139612812175.718,137131371955.307,125760166224.805,132050474720.03,150253800085.865,196930509813.384,234979615898.225,242315668619.405,269073415333.676,314226996944.108,351121399546.485,326829054686.306,296417644404.034,283228079776.041,238841140018.233,236556279640.705,233911581521.062,194567373678.099,193097239005.87,200381103984.298,213298873494.394,207305649887.019,191362985554.861,218303801895.326,218880566444.349,243498333237.802,
GNQ,NY.GDP.MKTP.CD,Equatorial Guinea,GDP (current US$),104295643.388437,103653049.93797,103987520.075827,,,50642880.7737503,36731422.8456914,44294647.733479,44442456.94764,50320914.4065688,62118569.9654481,76407395.8727542,93345859.52973,100534656.881732,88265974.861049,112119411.489965,110906028.536862,134707183.84662,136047906.245408,100807002.540195,141853360.867855,232463022.802961,442337870.69437,370687634.425712,621117885.668503,1045998496.43872,1461139022.02954,1806742742.27311,2484745935.09329,4410764338.66733,8217369092.65224,10086528698.8604,13071718758.7373,19749893536.3204,15027795173.2187,16314443436.2903,21357343668.9447,22388344143.9131,21948834283.7856,21765453081.9826,13185496881.0174,11240808847.8878,12200913878.9827,13097012133.6159,11364133549.7478,9893816007.7398,12215878032.7166,13687643435.6249,12337550583.754,
GNB,NY.GDP.MKTP.CD,Guinea-Bissau,GDP (current US$),283311996.82299,292152321.493146,298871674.860041,318876550.432277,308143183.311819,287648258.258297,402230865.151515,430284021.883771,425225176.812165,359980490.728569,373959151.148591,338524232.567315,451893374.95907,427514321.528126,554072302.828333,634187269.235013,668470890.785147,588309271.28603,615779518.807114,612502084.797565,660195402.013602,702965147.568054,698107222.422492,591034143.426384,579365780.135134,391345597.488269,412610871.509121,466773711.235579,553614800.145707,582169841.298304,639776040.688424,634781901.251494,753162998.015113,952667544.037289,890167833.369849,940112538.936436,1157074319.19388,1049412177.11413,1109682824.13594,1135250721.0374,1152384166.79638,1245074264.10396,1469978606.12143,1554133593.91699,1588638853.59328,1646400349.84867,1853796455.89489,1796608530.82267,2048348108.35852,
GMB,NY.GDP.MKTP.CD,"Gambia, The",GDP (current US$),115179719.077633,112190829.470457,138093099.09774,171833086.019624,207112627.726094,241083090.303623,218767743.459101,216050552.301584,213448584.936945,177340880.086204,225726358.890914,185646986.824927,220626484.224811,266672211.934161,284120329.401023,317083695.477797,690311080.515018,714254256.122189,755040974.087322,746493951.900959,785999864.840299,848239446.21576,803633342.473706,840285264.631545,814724032.065735,782913871.80966,687410645.063943,578235309.327198,487038685.045496,961900651.423441,1027701067.55688,1054112487.74083,1279703047.0221,1561766955.73024,1450142508.57808,1543294926.87301,1409693596.93594,1415004738.26621,1375609453.43746,1229461721.40861,1378176608.93204,1484578885.97132,1504909462.69521,1670671327.81651,1813609692.49994,1812170891.19069,2014158842.14596,2204734527.88096,2396111021.64149,
GIN,NY.GDP.MKTP.CD,Guinea,GDP (current US$),6102769605.43001,6762781870.6211,6914381290.57116,8087305999.0597,8877094497.44971,9746524915.08071,9646440666.52864,11926032493.4301,15129893722.3449,18421497251.1767,22787644565.9059,2909130355.238,2976714019.06852,3476480303.12273,3546079262.94987,3888320665.52218,4396178694.1535,4789220416.70641,4781166116.51789,4932800406.92974,5385704166.43341,5641243099.76661,5516916163.0949,5232118046.3713,5046806782.54761,4367458866.71537,4125527603.22908,4301608752.51396,5025167975.26363,5300767960.51572,4282468636.90501,4220019845.26658,6281918226.34063,6964179983.18155,6716905339.73244,6853467145.53089,6785137203.33153,7638044556.84656,8376613539.28278,8778473372.82124,8794201742.84609,8595955222.49719,10324668271.1362,11857030366.7891,13442861496.4454,14088693742.9464,17069115737.8259,19910452541.9219,22199409741.2578,
GIB,NY.GDP.MKTP.CD,Gibraltar,GDP (current US$),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GHA,NY.GDP.MKTP.CD,Ghana,GDP (current US$),2810106382.97872,2765254237.28814,3189428571.42857,3662478184.99127,4020227920.22792,4445228215.76763,4222441860.46512,4035994397.7591,4057275132.27513,4412279843.44423,4504306722.68908,5735677433.82683,5074829931.97279,5197765031.64557,5251858439.874,5889106573.46088,6603185267.79643,6416103925.83267,5968922939.37198,5446383726.77047,6464382807.67884,6932991739.37767,6891443192.24985,7482069162.42008,7718109982.26093,4982850662.20851,5314872854.4405,6166197847.85031,7632723555.66221,8881417906.71432,10744568381.4456,20885037596.6963,24827339138.4906,28679383241.0729,26048720005.5233,32197655566.5347,39336668080.559,41271701060.954,62824629066.0408,54783319817.3705,49406010054.2663,56164929304.8754,60405924078.7278,67298914624.3723,68337969247.7067,70043099675.68,79524421861.2743,74263364041.8742,76370396722.154,
GEO,NY.GDP.MKTP.CD,Georgia,GDP (current US$),,,,,,,,,,,,,7321981333.6772,8833588173.40023,8902632715.25406,7735927263.59261,6339735099.33775,3690328963.64086,2701181331.30816,2513870586.73344,2693731865.97036,3094935186.76896,3510520231.21387,3613497316.55319,2800025882.71672,3057475335.18846,3219462262.0075,3395766677.67315,3991377904.13162,5125365191.98664,6410912049.87105,7745250733.95067,10172931088.5655,12795145130.9103,10766920065.8251,12426907967.1578,15475290469.2869,16894392033.2256,17517660143.6859,17966015109.3043,15223796148.8396,15444548901.9637,16473125375.0684,17902544880.6471,17638337116.9126,16010869215.68,18853115588.8106,24984568959.605,30777833585.4441,
GBR,NY.GDP.MKTP.CD,United Kingdom,GDP (current US$),241756637168.142,232614555256.065,263066457352.172,335883029721.956,438994070309.191,564947710899.373,540765675241.158,515048916841.37,489618008185.539,461487097632.349,489285164271.047,601452653180.885,745162608269.325,910122732123.799,926884816753.927,1093169389204.55,1142797178130.51,1179659529659.53,1061388722255.55,1140489745944.29,1344240176739.78,1419645865834.63,1560911918795.02,1653694932096.72,1687830448147.55,1665534876683.31,1649827263567.01,1785729916067.15,2054422857142.86,2421525082387.4,2543180000000.0,2708441582336.71,3090510204081.63,2929411764705.88,2412840006231.5,2485482596184.71,2663805834828.07,2707089726614.64,2784853502534.29,3064708247921.43,2927911140916.73,2689106566899.61,2680148052335.3,2871340347581.79,2851407164907.81,2696778386607.65,3143323050707.26,3114042471144.39,3380854520809.54,
GAB,NY.GDP.MKTP.CD,Gabon,GDP (current US$),2157592940.04234,3009409974.26856,2809349069.22118,2389479271.66616,3030251120.09759,4279637942.25144,3862269120.53497,3618007841.13503,3391275731.53751,3561451560.50783,3339914757.22872,3403638189.20049,3281797043.04996,3834503376.02992,4186411463.85975,5952293764.84777,5402919784.57004,5592390827.39854,4378645081.01769,4190819344.22255,4958845648.04778,5694040002.89863,5326817114.53586,4483417309.83011,4662992036.2073,5080483628.53013,5023265413.2623,5335451099.88223,6511903365.47554,7770219008.21293,9582783990.85345,10327598306.4575,12455409587.3371,15571348344.3379,12113699068.2517,14372593020.2885,18210307743.5816,17170464016.0593,17595744798.3398,18203966895.8433,14383107762.6952,14023890265.3665,14929487485.1623,16867326401.9626,16874405465.391,15342236163.9864,19444935097.2395,20440655695.1804,19388402541.6698,
FSM,NY.GDP.MKTP.CD,"Micronesia, Fed. Sts.",GDP (current US$),46119184.0,46813193.0,47305560.0,53656834.0,60270778.0,64186644.0,76472529.0,80055706.0,84110353.0,84676118.0,101931941.0,112210000.0,116700000.0,124700000.0,135200000.0,147200000.0,166200000.0,178100000.0,198400000.0,202500000.0,221575300.0,218534700.0,206626300.0,218873100.0,220140500.0,233271800.0,240970900.0,242517200.0,245432900.0,240236000.0,250281900.0,253541900.0,256787200.0,263145100.0,280284600.0,296944100.0,311301600.0,327248700.0,317214400.0,319271200.0,316489900.0,325000000.0,359000000.0,392000000.0,394000000.0,372000000.0,390000000.0,430000000.0,460000000.0,
FRO,NY.GDP.MKTP.CD,Faroe Islands,GDP (current US$),227404436.013679,270470345.449357,347798304.635267,397833034.884512,448568492.658561,493014300.005217,456244919.010912,444047495.320099,486605127.702681,426008864.692169,459307281.195335,688914288.878298,886508622.334316,968576956.930265,871935350.384909,960805408.949872,909253214.82608,912670413.325883,760957189.757646,758739178.612171,901404709.830684,989536914.659081,933763083.395627,1104744235.30111,1127684827.35686,1067109530.64798,1160268212.07291,1275093689.27107,1501941580.88903,1724770770.83393,1759739599.22694,2017680834.89917,2339015313.29513,2489873249.62815,2296065170.05552,2331796784.36009,2505740669.27039,2427200388.91831,2690110520.92548,2914012679.27277,2573905971.05459,2813278868.78208,2980057377.87967,3188600927.46688,3266432734.22819,3271813311.5831,3664686796.62669,3566698397.6602,3907323961.33964,
